StudentID,Gender,AdmissionQuota,AccommodationType,IsRural,NumberOfSiblings,MotherEducation,FatherEducation,IsFatherLiterate,IsMotherLiterate,IsFirstGenerationLearner,CommuteTimeMinutes,FamilyAnnualIncome,FamilyEconomicStatus,HasReliableInternet,HasOwnLaptop,IsPreparingCompetitiveExam,AvgPastPerformance,MediumChanged,AvgMarks_LatestTerm,AvgMarks_PreviousTerm,MarksTrend,FailureRate_LatestTerm,AvgAttendance_LatestTerm,WorksPartTime,IsDropout
RJ_2053,Female,OBC,DayScholar,TRUE,1,High School (10th),High School (10th),TRUE,TRUE,TRUE,45,384139.7044,General_Tier,TRUE,TRUE,TRUE,68.87806078,FALSE,55.95060077,68.04504297,-12.09444219,0.181827403,72.17414877,FALSE,FALSE
RJ_2054,Male,OBC,Hostel,TRUE,3,Middle (Up to 8th),No Formal Education,FALSE,TRUE,TRUE,25,273327.0848,General_Tier,TRUE,TRUE,FALSE,74.01903328,TRUE,72.51926106,68.05675422,4.462506843,0,80.71470431,FALSE,FALSE
RJ_2055,Male,EWS,DayScholar,TRUE,0,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,84,131698.5963,EWS,FALSE,FALSE,FALSE,60.85125516,TRUE,57.28007885,58.43265305,-1.152574202,0.226696015,75.33266122,FALSE,TRUE
RJ_2056,Female,SC,DayScholar,TRUE,2,High School (10th),High School (10th),TRUE,FALSE,TRUE,79,261374.0982,General_Tier,TRUE,FALSE,FALSE,80.9240481,TRUE,72.88520596,78.59000558,-5.704799628,0,76.41983394,FALSE,FALSE
RJ_2057,Male,SC,DayScholar,TRUE,0,No Formal Education,High School (10th),TRUE,FALSE,TRUE,87,448136.9717,General_Tier,TRUE,TRUE,FALSE,47.60383305,TRUE,30,54.70940876,-24.70940876,0.242969039,82.82414392,FALSE,TRUE
RJ_2058,Male,OBC,DayScholar,TRUE,0,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,80,219178.1856,General_Tier,FALSE,FALSE,FALSE,86.37078254,FALSE,84.10817379,89.42432293,-5.31614914,0,81.13462136,FALSE,FALSE
RJ_2059,Female,EWS,DayScholar,TRUE,3,Primary (Up to 5th),Middle (Up to 8th),TRUE,FALSE,FALSE,86,340825.0672,EWS,FALSE,FALSE,FALSE,92.68986476,TRUE,77.51353631,89.18823932,-11.67470301,0,62.67540566,FALSE,TRUE
RJ_2060,Male,SC,DayScholar,TRUE,2,Senior Secondary (12th),Primary (Up to 5th),FALSE,TRUE,FALSE,84,265023.7315,General_Tier,TRUE,FALSE,TRUE,63.97235324,FALSE,64.18654996,61.1301972,3.056352752,0.05757776,84.68884332,FALSE,FALSE
RJ_2061,Male,SC,Hostel,TRUE,1,No Formal Education,Middle (Up to 8th),TRUE,FALSE,TRUE,39,263399.2983,General_Tier,FALSE,FALSE,FALSE,82.14085899,TRUE,67.70495011,78.91520384,-11.21025372,0.083802189,81.25866939,FALSE,TRUE
RJ_2062,Female,OBC,DayScholar,TRUE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,63,99763.1507,BPL,TRUE,FALSE,FALSE,79.16579946,FALSE,81.15139745,71.07091124,10.08048621,0,63.79053523,TRUE,FALSE
RJ_2063,Male,General,Hostel,TRUE,1,Graduate or Higher,Middle (Up to 8th),TRUE,FALSE,FALSE,28,611204.3698,General_Tier,TRUE,TRUE,FALSE,41.85745823,FALSE,44.48056481,36.44953438,8.031030437,0.257077542,85.28304002,TRUE,FALSE
RJ_2064,Female,General,DayScholar,TRUE,1,No Formal Education,Senior Secondary (12th),TRUE,FALSE,FALSE,66,672074.5969,General_Tier,TRUE,TRUE,FALSE,66.96359387,TRUE,47.7208598,68.56016637,-20.83930657,0.303811115,64.07254856,FALSE,TRUE
RJ_2065,Male,EWS,DayScholar,TRUE,2,Senior Secondary (12th),No Formal Education,FALSE,TRUE,FALSE,68,330457.5353,EWS,TRUE,TRUE,FALSE,55.68030872,FALSE,57.74420131,49.72945365,8.014747662,0.10917008,71.25512423,FALSE,FALSE
RJ_2066,Male,SC,DayScholar,TRUE,1,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,66,116189.6608,BPL,FALSE,FALSE,TRUE,64.53784149,FALSE,39.54919655,59.19788956,-19.648693,0.282442915,63.36883282,TRUE,TRUE
RJ_2067,Male,General,DayScholar,FALSE,1,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,38,146816.6731,General_Tier,FALSE,FALSE,FALSE,47.50566269,FALSE,47.38817512,41.78178996,5.606385158,0.298756963,79.95038669,FALSE,FALSE
RJ_2068,Male,OBC,DayScholar,TRUE,2,Senior Secondary (12th),Senior Secondary (12th),TRUE,TRUE,FALSE,60,387621.0621,General_Tier,TRUE,TRUE,FALSE,75.17594963,TRUE,73.99147004,73.73741612,0.25405392,0,75.40516023,FALSE,FALSE
RJ_2069,Male,General,DayScholar,TRUE,1,Middle (Up to 8th),High School (10th),TRUE,TRUE,TRUE,68,382698.6044,General_Tier,TRUE,TRUE,FALSE,53.90209799,FALSE,50.15592461,52.07021459,-1.914289975,0.194554534,70.87185221,FALSE,FALSE
RJ_2070,Male,OBC,DayScholar,TRUE,0,No Formal Education,High School (10th),TRUE,FALSE,TRUE,47,473877.2546,General_Tier,TRUE,TRUE,FALSE,74.0743109,FALSE,75.99096038,80.12989759,-4.138937209,0.093539101,71.11218606,FALSE,FALSE
RJ_2071,Female,OBC,Hostel,TRUE,2,No Formal Education,High School (10th),TRUE,FALSE,TRUE,22,318586.6483,General_Tier,TRUE,TRUE,TRUE,68.9714917,FALSE,54.04404468,68.96010391,-14.91605922,0.100516946,75.99574539,FALSE,FALSE
RJ_2072,Female,OBC,DayScholar,TRUE,2,Middle (Up to 8th),High School (10th),TRUE,FALSE,TRUE,76,266631.6793,General_Tier,FALSE,TRUE,FALSE,89.93515336,TRUE,63.65185921,84.51974379,-20.86788458,0.16522188,73.47142376,FALSE,TRUE
RJ_2073,Male,SC,DayScholar,FALSE,2,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,32,220738.2276,General_Tier,TRUE,FALSE,TRUE,87.82554213,TRUE,54.05485793,94.37770234,-40.32284441,0.396150819,89.24548735,FALSE,FALSE
RJ_2074,Female,OBC,DayScholar,TRUE,1,Middle (Up to 8th),Primary (Up to 5th),TRUE,TRUE,TRUE,84,391335.5103,General_Tier,TRUE,TRUE,FALSE,62.51606163,FALSE,68.39770163,60.70437789,7.69332374,0.033411392,84.09539291,TRUE,FALSE
RJ_2075,Female,ST,Hostel,TRUE,1,High School (10th),No Formal Education,FALSE,FALSE,TRUE,17,275056.5178,General_Tier,TRUE,FALSE,FALSE,59.31079466,TRUE,46.79897475,57.12285258,-10.32387783,0.201291869,90.58639244,TRUE,TRUE
RJ_2076,Male,OBC,Hostel,TRUE,3,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,15,40000,BPL,TRUE,FALSE,FALSE,72.71682818,TRUE,65.95448124,72.559582,-6.605100764,0.136525569,82.01711368,TRUE,TRUE
RJ_2077,Male,OBC,DayScholar,TRUE,1,Senior Secondary (12th),High School (10th),FALSE,TRUE,TRUE,51,311281.8938,General_Tier,TRUE,TRUE,FALSE,73.6124244,TRUE,58.23993712,76.65836885,-18.41843173,0.266893473,66.2356736,FALSE,FALSE
RJ_2078,Male,EWS,DayScholar,TRUE,2,Primary (Up to 5th),High School (10th),TRUE,TRUE,TRUE,74,180436.7346,EWS,TRUE,TRUE,TRUE,68.39095401,FALSE,59.52481346,64.66352421,-5.138710753,0.07066404,66.76401418,FALSE,FALSE
RJ_2079,Male,ST,DayScholar,FALSE,1,Senior Secondary (12th),Primary (Up to 5th),TRUE,TRUE,TRUE,31,762830.7603,General_Tier,TRUE,FALSE,FALSE,58.03085293,FALSE,69.45991771,57.2996352,12.16028251,0,80.71355626,FALSE,FALSE
RJ_2080,Female,General,DayScholar,TRUE,2,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,TRUE,45,203284.8386,General_Tier,FALSE,FALSE,FALSE,75.82338566,FALSE,78.31812908,75.27105299,3.047076084,0.117717271,81.15786239,FALSE,FALSE
RJ_2081,Male,SC,DayScholar,TRUE,1,Middle (Up to 8th),Senior Secondary (12th),TRUE,TRUE,FALSE,85,396256.0454,General_Tier,TRUE,FALSE,FALSE,74.41123701,FALSE,73.69848697,65.53551782,8.162969152,0,78.26522031,FALSE,FALSE
RJ_2082,Male,EWS,DayScholar,TRUE,1,Middle (Up to 8th),No Formal Education,FALSE,TRUE,TRUE,88,190866.9451,EWS,TRUE,FALSE,FALSE,88.74073805,FALSE,86.70053702,81.10322909,5.597307927,0.082344813,71.0750721,FALSE,FALSE
RJ_2083,Female,OBC,DayScholar,FALSE,2,Graduate or Higher,No Formal Education,FALSE,TRUE,TRUE,24,745284.5195,General_Tier,TRUE,TRUE,FALSE,77.80218042,FALSE,86.89461212,69.49965473,17.39495739,0,81.83652526,FALSE,FALSE
RJ_2084,Female,SC,DayScholar,FALSE,2,Primary (Up to 5th),Middle (Up to 8th),TRUE,TRUE,TRUE,30,250277.3461,General_Tier,FALSE,FALSE,FALSE,67.70462748,FALSE,64.08662963,63.65465322,0.43197641,0.124314867,83.17723694,TRUE,FALSE
RJ_2085,Female,SC,DayScholar,TRUE,1,Middle (Up to 8th),Senior Secondary (12th),TRUE,FALSE,FALSE,52,274679.2408,General_Tier,FALSE,FALSE,FALSE,87.64126523,TRUE,67.11756685,89.12567019,-22.00810334,0.076058771,74.59242578,TRUE,TRUE
RJ_2086,Male,OBC,DayScholar,TRUE,0,Primary (Up to 5th),High School (10th),TRUE,FALSE,TRUE,71,305601.0751,General_Tier,FALSE,TRUE,FALSE,56.73230522,FALSE,59.69951689,62.1399831,-2.440466215,0.065636925,73.79554951,TRUE,FALSE
RJ_2087,Male,SC,DayScholar,FALSE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,FALSE,18,174674.4631,General_Tier,TRUE,TRUE,TRUE,66.30552746,FALSE,60.08937087,64.36216945,-4.272798579,0.075293814,90.58540017,FALSE,FALSE
RJ_2088,Male,OBC,DayScholar,TRUE,1,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,71,220005.1003,General_Tier,TRUE,FALSE,TRUE,78.74038473,FALSE,64.24798335,79.56496878,-15.31698543,0.092897375,71.95692975,FALSE,FALSE
RJ_2089,Male,General,Hostel,FALSE,1,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,32,278912.1352,General_Tier,TRUE,TRUE,TRUE,60.75404846,FALSE,42.42332603,69.57631434,-27.15298831,0.352263989,89.43567244,FALSE,FALSE
RJ_2090,Male,SC,DayScholar,FALSE,3,No Formal Education,No Formal Education,FALSE,FALSE,TRUE,30,125027.0639,General_Tier,FALSE,FALSE,FALSE,85.28372087,FALSE,78.63761674,82.65219039,-4.01457365,0.042956006,75.89162203,FALSE,FALSE
RJ_2091,Female,General,DayScholar,TRUE,1,Senior Secondary (12th),Primary (Up to 5th),TRUE,TRUE,FALSE,60,86705.27318,BPL,FALSE,FALSE,FALSE,63.72166432,FALSE,62.98544698,57.96333534,5.02211164,0.050230447,70.25719659,FALSE,FALSE
RJ_2092,Male,ST,Hostel,TRUE,2,Graduate or Higher,No Formal Education,FALSE,TRUE,FALSE,33,453348.3236,General_Tier,TRUE,TRUE,FALSE,84.29646782,TRUE,65.62069806,85.3229451,-19.70224703,0.080156329,67.58527172,FALSE,FALSE
RJ_2093,Male,SC,DayScholar,TRUE,1,Middle (Up to 8th),No Formal Education,FALSE,TRUE,TRUE,66,215020.3765,General_Tier,TRUE,TRUE,FALSE,70.81807625,TRUE,66.48370733,69.75187923,-3.268171897,0.189319988,63.11057455,FALSE,FALSE
RJ_2094,Female,OBC,DayScholar,TRUE,3,Middle (Up to 8th),High School (10th),TRUE,TRUE,TRUE,74,420649.9537,General_Tier,FALSE,TRUE,FALSE,83.91073534,TRUE,66.28432983,84.11765519,-17.83332536,0,75.68577321,FALSE,FALSE
RJ_2095,Female,OBC,DayScholar,TRUE,2,No Formal Education,Primary (Up to 5th),TRUE,FALSE,TRUE,54,242841.4358,General_Tier,TRUE,TRUE,FALSE,53.93398263,TRUE,31.38688137,60.93841139,-29.55153002,0.359099304,69.97338019,FALSE,TRUE
RJ_2096,Male,SC,DayScholar,TRUE,3,Middle (Up to 8th),High School (10th),FALSE,TRUE,TRUE,59,422458.9269,General_Tier,TRUE,TRUE,FALSE,83.13076572,FALSE,81.96128486,74.97014397,6.991140892,0.170942319,64.11840344,FALSE,FALSE
RJ_2097,Female,General,DayScholar,TRUE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,48,160167.3244,General_Tier,TRUE,FALSE,FALSE,48.70061764,TRUE,30,49.56945208,-19.56945208,0.253144473,66.82690854,TRUE,TRUE
RJ_2098,Female,ST,Hostel,TRUE,1,High School (10th),High School (10th),TRUE,TRUE,TRUE,29,288631.193,General_Tier,FALSE,FALSE,FALSE,79.64195696,TRUE,61.14756659,71.86024144,-10.71267485,0,70.80038675,FALSE,FALSE
RJ_2099,Female,ST,Rented,TRUE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,TRUE,TRUE,26,93138.56362,BPL,FALSE,TRUE,FALSE,66.71297035,FALSE,73.70447217,65.48849682,8.215975349,0.104285951,71.65100362,TRUE,FALSE
RJ_2100,Female,General,DayScholar,TRUE,0,Middle (Up to 8th),Middle (Up to 8th),TRUE,TRUE,TRUE,84,422825.4389,General_Tier,TRUE,TRUE,TRUE,86.62097928,TRUE,61.31218824,85.61334884,-24.3011606,0.130351062,63.63061362,FALSE,FALSE
RJ_2101,Male,EWS,DayScholar,FALSE,1,Primary (Up to 5th),No Formal Education,FALSE,FALSE,TRUE,37,215640.8462,EWS,FALSE,FALSE,TRUE,91.47997068,FALSE,72.78463335,91.90143847,-19.11680512,0.070342493,55.12792216,FALSE,FALSE
RJ_2102,Female,OBC,Hostel,FALSE,0,Middle (Up to 8th),Primary (Up to 5th),TRUE,FALSE,TRUE,23,115011.3279,BPL,FALSE,FALSE,TRUE,91.82650238,FALSE,85.86554261,82.19749893,3.668043682,0,97.4738485,TRUE,FALSE
RJ_2103,Male,OBC,DayScholar,TRUE,1,Primary (Up to 5th),Primary (Up to 5th),TRUE,FALSE,TRUE,46,142585.9965,General_Tier,TRUE,TRUE,FALSE,70.30880243,TRUE,48.69878775,80.83897625,-32.1401885,0.354237152,67.13047328,FALSE,TRUE
RJ_2104,Female,SC,Hostel,TRUE,3,No Formal Education,High School (10th),TRUE,FALSE,TRUE,24,205058.846,General_Tier,TRUE,FALSE,TRUE,81.08490623,FALSE,78.27822582,82.14487755,-3.866651729,0,92.01648312,FALSE,FALSE
RJ_2105,Female,SC,DayScholar,FALSE,1,Primary (Up to 5th),Middle (Up to 8th),TRUE,FALSE,TRUE,28,331705.3206,General_Tier,TRUE,TRUE,FALSE,79.97448701,TRUE,64.23136609,77.42482978,-13.19346369,0.048850875,54.56230747,FALSE,FALSE
RJ_2106,Male,OBC,DayScholar,TRUE,3,High School (10th),Senior Secondary (12th),TRUE,TRUE,FALSE,61,297667.7633,General_Tier,FALSE,TRUE,TRUE,60.84249242,TRUE,39.86407276,64.64524979,-24.78117704,0.087771364,63.70638078,FALSE,FALSE
RJ_2107,Female,OBC,DayScholar,FALSE,1,High School (10th),Primary (Up to 5th),TRUE,TRUE,TRUE,24,340280.1465,General_Tier,TRUE,TRUE,FALSE,59.42156642,FALSE,69.54433212,61.81025077,7.734081346,0.174504498,76.61641626,FALSE,FALSE
RJ_2108,Male,OBC,Hostel,TRUE,1,Middle (Up to 8th),Senior Secondary (12th),TRUE,TRUE,FALSE,36,532818.5536,General_Tier,FALSE,TRUE,TRUE,71.12371223,TRUE,38.34890311,84.29928313,-45.95038001,0.343686492,69.70703535,FALSE,FALSE
RJ_2109,Male,OBC,DayScholar,TRUE,1,Primary (Up to 5th),No Formal Education,FALSE,TRUE,TRUE,74,214482.9115,General_Tier,FALSE,FALSE,FALSE,72.4227146,FALSE,73.18694856,77.62413621,-4.437187654,0.003736973,71.85578925,FALSE,FALSE
RJ_2110,Male,General,DayScholar,TRUE,1,No Formal Education,Graduate or Higher,TRUE,FALSE,FALSE,72,390009.1489,General_Tier,TRUE,TRUE,FALSE,82.12751114,TRUE,72.64934911,83.33690256,-10.68755345,0.155549675,64.89310585,FALSE,FALSE
RJ_2111,Female,OBC,DayScholar,FALSE,0,High School (10th),Middle (Up to 8th),FALSE,TRUE,TRUE,24,439081.6518,General_Tier,TRUE,FALSE,FALSE,76.47277477,FALSE,73.08135512,64.18941336,8.891941761,0.049174925,64.75206532,FALSE,FALSE
RJ_2112,Male,SC,DayScholar,TRUE,1,Middle (Up to 8th),Senior Secondary (12th),FALSE,TRUE,FALSE,81,720201.7543,General_Tier,TRUE,TRUE,TRUE,69.22143142,FALSE,50.38098134,70.95367248,-20.57269115,0.176123184,67.22429261,FALSE,FALSE
RJ_2113,Male,EWS,DayScholar,TRUE,0,Middle (Up to 8th),Senior Secondary (12th),TRUE,FALSE,FALSE,71,316148.3893,EWS,FALSE,TRUE,FALSE,95,FALSE,95,90.08529766,4.91470234,0,75.26588787,FALSE,FALSE
RJ_2114,Female,SC,DayScholar,TRUE,1,Middle (Up to 8th),Middle (Up to 8th),FALSE,FALSE,FALSE,80,168294.7744,General_Tier,FALSE,FALSE,TRUE,54.35725084,TRUE,30,54.27867137,-24.27867137,0.481686377,70.97807044,FALSE,FALSE
RJ_2115,Male,ST,Hostel,TRUE,1,No Formal Education,High School (10th),TRUE,FALSE,TRUE,42,343359.5484,General_Tier,TRUE,TRUE,TRUE,48.75984651,TRUE,30,45.41494217,-15.41494217,0.328485371,74.64211977,FALSE,FALSE
RJ_2116,Female,OBC,DayScholar,FALSE,1,Middle (Up to 8th),No Formal Education,FALSE,TRUE,TRUE,15,167051.1162,General_Tier,FALSE,FALSE,FALSE,82.32705097,FALSE,82.34122636,79.49772693,2.843499432,0,70.18385596,FALSE,FALSE
RJ_2117,Female,General,DayScholar,TRUE,1,High School (10th),Primary (Up to 5th),FALSE,TRUE,TRUE,52,524645.316,General_Tier,TRUE,TRUE,FALSE,48.78890377,TRUE,30,51.25678147,-21.25678147,0.269314751,60.31416327,FALSE,TRUE
RJ_2118,Male,EWS,DayScholar,TRUE,1,Graduate or Higher,Primary (Up to 5th),TRUE,TRUE,FALSE,55,271846.0469,EWS,TRUE,FALSE,TRUE,79.62483556,TRUE,54.3215519,72.58266412,-18.26111222,0.173819611,82.81626489,FALSE,FALSE
RJ_2119,Male,SC,Hostel,TRUE,1,Middle (Up to 8th),No Formal Education,FALSE,FALSE,TRUE,43,261727.7879,General_Tier,FALSE,FALSE,FALSE,55.12861418,FALSE,55.09615092,63.0868512,-7.990700276,0.144746891,59.44926399,FALSE,FALSE
RJ_2120,Female,OBC,DayScholar,TRUE,2,Middle (Up to 8th),Graduate or Higher,TRUE,TRUE,FALSE,45,402272.5469,General_Tier,TRUE,TRUE,FALSE,79.52935446,TRUE,60.98000022,92.73524595,-31.75524573,0.090935398,55.36058148,FALSE,FALSE
RJ_2121,Male,OBC,DayScholar,TRUE,3,No Formal Education,Senior Secondary (12th),FALSE,FALSE,FALSE,86,512718.4319,General_Tier,TRUE,FALSE,FALSE,71.96865689,TRUE,62.68831666,71.64095456,-8.952637897,0.214924274,85.64579101,FALSE,FALSE
